player,pos,team,ecr,sd,bye,age,gsis_id,proj_ppg,exp_games,proj_pts,proj_sd,ratio,ratio_raw,raw_games,market_std_pts,replacement,vorp,vorp_rank
Will Kacmarek,TE,MIA,357.33,20.76,6.0,23.564681724846,00-0041524,4.195157260672898,14.9,62.507843184026186,41.10748744968986,1.0608006165282853,,,58.925157291666665,156.53779939513723,-94.02995621111104,484
Elijah Higgins,TE,ARI,367.33,23.31,14.0,25.859000684462696,00-0039041,4.194265430348437,14.9,62.49455491219171,41.106872253936565,1.0605751055166015,1.059192200557103,38.0,58.925157291666665,156.53779939513723,-94.04324448294551,485
Tanner Hudson,TE,CIN,379.5,4.5,6.0,31.81656399726215,00-0034613,4.194003896091661,14.9,62.49065805176574,41.10669186737994,1.060508973144537,1.0585585585585586,31.0,58.925157291666665,156.53779939513723,-94.04714134337149,486
Daniel Bellinger,TE,TEN,367.05,17.47,9.0,25.95482546201232,00-0038115,4.193993021155485,14.9,62.49049601521673,41.10668436689763,1.0605062232740834,1.0585651537335286,32.0,58.925157291666665,156.53779939513723,-94.04730337992049,487
Zach Ertz,TE,FA,372.6,28.22,,35.82203969883641,00-0030061,4.193821156310499,14.9,62.48793522902643,41.10656583350103,1.0604627649905929,1.0583684950773558,37.0,58.925157291666665,156.53779939513723,-94.04986416611081,488
Austin Hooper,TE,ATL,362.83,26.85,11.0,31.854893908282,00-0032392,4.193381508913031,14.9,62.48138448280417,41.10626263381318,1.0603515943713981,1.0577901063337956,46.0,58.925157291666665,156.53779939513723,-94.05641491233305,489
Mitchell Evans,TE,CAR,365.15,24.35,5.0,23.471594798083505,00-0040187,4.192178920610051,14.9,62.46346591708975,41.10543342834707,1.0600475041230562,1.0518672199170125,13.0,58.925157291666665,156.53779939513723,-94.07433347804748,490
Cade Stover,TE,HOU,361.5,14.5,8.0,26.2340862422998,00-0039359,4.191008409525312,14.9,62.44602530192716,41.10462655302554,1.0597515250206795,1.0507380073800738,19.0,58.925157291666665,156.53779939513723,-94.09177409321006,491
Jelani Woods,TE,NYJ,371.5,0.5,13.0,27.90965092402464,00-0037755,4.190479440166706,14.9,62.43814365848392,41.104261984178585,1.0596177681703713,1.0,2.0,58.925157291666665,156.53779939513723,-94.09965573665332,492
Tyler Conklin,TE,DET,372.5,5.5,6.0,31.1047227926078,00-0034270,4.190469444346438,14.9,62.437994720761935,41.10425509541132,1.0596152405959223,1.052420892108273,39.0,58.925157291666665,156.53779939513723,-94.09980467437529,493
Luke Schoonmaker,TE,DAL,381.0,10.02,14.0,27.939767282683093,00-0038547,4.190361222442719,14.9,62.43638221439652,41.10418051366514,1.059587875266078,1.0518953068592058,35.0,58.925157291666665,156.53779939513723,-94.10141718074071,494
Josh Oliver,TE,MIN,363.4,16.49,6.0,29.462012320328544,00-0035249,4.189479689720133,14.9,62.423247376829984,41.10357306703523,1.0593649681382866,1.0502584721424468,35.0,58.925157291666665,156.53779939513723,-94.11455201830725,495
Luke Musgrave,TE,GB,359.94,17.76,11.0,26.00958247775496,00-0039144,4.189430844347205,14.9,62.42251958077336,41.10353941213673,1.0593526169441605,1.0496688741721854,31.0,58.925157291666665,156.53779939513723,-94.11527981436387,496
Adam Trautman,TE,DEN,369.6,22.06,10.0,29.582477754962355,00-0036422,4.188177805215396,14.9,62.40384929770941,41.10267618170316,1.0590357695410804,1.048430193720775,40.0,58.925157291666665,156.53779939513723,-94.13395009742783,497
Drew Sample,TE,CIN,361.0,6.0,6.0,30.390143737166323,00-0035631,4.187287333775719,14.9,62.390581273258206,41.10206287350364,1.0588106021412629,1.046335299073294,36.0,58.925157291666665,156.53779939513723,-94.14721812187902,498
Kirk Cousins,QB,LV,289.05,29.41,13.0,38.04791238877481,00-0029604,12.91495084494739,15.8,204.05622335016875,93.16195928603732,1.1657452817112741,1.246624767225326,32.0,175.04357645833335,299.89636725074035,-95.8401439005716,499
Michael Penix Jr.,QB,ATL,282.37,28.81,11.0,26.32991101984942,00-0039917,12.643787398015938,15.8,199.77184088865184,92.91017076735837,1.126906067432425,1.0625988563085536,14.0,177.27461645833333,299.89636725074035,-100.12452636208852,500
Deshaun Watson,QB,CLE,291.93,28.12,11.0,30.978781656399725,00-0033537,12.163643886957715,15.8,192.1855734139319,92.47583799260742,1.1270718604787033,1.0601761252446185,13.0,170.51758645833334,299.89636725074035,-107.71079383680845,501
Jake Browning,QB,FA,316.5,8.5,,30.403832991101982,00-0035100,12.095248641269,15.8,191.10492853205022,92.4151744484219,1.1584086775163354,1.2463467716861851,16.0,164.97194145833333,299.89636725074035,-108.79143871869013,502
Shedeur Sanders,QB,CLE,301.37,23.31,11.0,24.577686516084874,00-0040668,11.792030605548128,15.8,186.31408356766042,92.14988564302597,1.1235122543381906,0.9988221436984689,8.0,165.83182145833334,299.89636725074035,-113.58228368307994,503
Carson Beck,QB,ARI,322.53,21.19,14.0,24.79671457905544,00-0041561,11.55244408507909,15.8,182.52861654424962,91.94450825868189,1.139510534168819,,,160.18159645833333,299.89636725074035,-117.36775070649074,504
J.J. McCarthy,QB,MIN,330.44,19.19,6.0,23.627652292950035,00-0039923,10.98074053778504,15.8,173.49570049700364,91.46971214694585,1.1176161633279447,0.9744775881320784,10.0,155.23728645833336,299.89636725074035,-126.40066675373672,505
Drew Allar,QB,PIT,332.0,12.0,9.0,22.49691991786448,00-0041565,10.940880681342465,15.8,172.86591476521096,91.43741795219067,1.139510534168819,,,151.70190145833334,299.89636725074035,-127.0304524855294,506
Taylen Green,QB,CLE,338.33,11.84,11.0,23.88501026694045,00-0041092,10.816640496890317,15.8,170.90291985086702,91.33744057438561,1.139510534168819,,,149.97923645833333,299.89636725074035,-128.99344739987333,507
Mac Jones,QB,SF,339.65,22.58,8.0,28.00273785078713,00-0036972,10.776327937306247,15.8,170.26598140943872,91.30522267741097,1.1502128131885516,1.1832070251413451,32.0,148.02998145833334,299.89636725074035,-129.63038584130163,508
Jalen Milroe,QB,SEA,341.0,15.0,11.0,23.731690622861056,00-0040673,10.390448392703629,15.8,164.16908460471734,91.00235812514815,1.1322681177428378,1.0,3.0,144.99135145833333,299.89636725074035,-135.727282646023,509
Justin Fields,QB,KC,344.12,21.32,5.0,27.50718685831622,00-0036945,10.219120577269729,15.8,161.46210512086174,90.87111573828054,1.1284754085946718,1.0944550591487459,32.0,143.07986145833334,299.89636725074035,-138.43426212987862,510
Quinn Ewers,QB,JAC,346.5,0.5,7.0,23.318275154004105,00-0040234,10.163235770143915,15.8,160.57912516827386,90.82873775694586,1.1439508300777947,1.206449668474985,4.0,140.37240145833334,299.89636725074035,-139.3172420824665,511
Ty Simpson,QB,LAR,350.1,23.04,11.0,23.709787816564,00-0041568,9.889972139669666,15.8,156.26155980678072,90.62458866512151,1.139510534168819,,,137.13042145833336,299.89636725074035,-143.63480744395963,512
Anthony Richardson Sr.,QB,IND,347.16,23.55,13.0,24.292950034223136,00-0039164,9.641406045684656,15.8,152.33421552181758,90.44333785987385,1.0981000030558365,0.9130562552476912,17.0,138.72526645833335,299.89636725074035,-147.56215172892277,513
Tyson Bagent,QB,CHI,350.33,16.21,10.0,26.245037645448324,00-0038416,9.62226413408011,15.8,152.03177331846575,90.42955632627084,1.1254743571665944,1.0401223461676863,11.0,135.08239645833333,299.89636725074035,-147.8645939322746,514
Joe Flacco,QB,CIN,351.79,29.0,6.0,41.637234770705,00-0026158,9.486874128708104,15.8,149.89261123358804,90.33280288888146,1.1490009565614188,1.182432042477059,25.0,130.45473145833336,299.89636725074035,-150.0037560171523,515
Marcus Mariota,QB,WAS,351.89,30.87,7.0,32.851471594798085,00-0032268,9.326511662324366,15.8,147.358884264725,90.21984605264694,1.138323917367758,1.1325538192547264,15.0,129.45250645833335,299.89636725074035,-152.53748298601536,516
Cade Klubnik,QB,NYJ,352.76,23.29,13.0,22.90759753593429,00-0041056,9.259133698884815,15.8,146.2943124423801,90.17291901858259,1.139510534168819,,,128.38346645833334,299.89636725074035,-153.60205480836026,517
Gardner Minshew II,QB,ARI,356.25,19.29,14.0,30.308008213552363,00-0035289,9.028998398855704,15.8,142.65817470192013,90.01502213355838,1.1378883138865123,1.1327173169062286,30.0,125.37098145833335,299.89636725074035,-157.23819254882022,518
Riley Leonard,QB,IND,353.25,21.05,13.0,23.980835044490075,00-0040206,8.974669404000096,15.8,141.79977658320152,89.97828688388664,1.1246309150038196,0.9525806451612904,5.0,126.08561145833335,299.89636725074035,-158.09659066753883,519
Jameis Winston,QB,NYG,356.46,23.74,8.0,32.6652977412731,00-0031503,8.856744416319781,15.8,139.93656177785255,89.89926245745646,1.1262794863186285,1.0730228565296707,20.0,124.24674645833335,299.89636725074035,-159.9598054728878,520
Jack Strand,QB,ATL,356.5,9.5,11.0,22.203969883641346,00-0041194,8.845348936164765,15.8,139.7565131914033,89.89167779691832,1.139510534168819,,,122.64609145833336,299.89636725074035,-160.13985405933707,521
Joe Milton III,QB,DAL,360.44,18.49,14.0,26.50239561943874,00-0039398,8.805508769743568,15.8,139.12703856194838,89.86523252366095,1.1418427080982367,1.168809201623816,5.0,121.84431145833335,299.89636725074035,-160.76932868879197,522
Tyrod Taylor,QB,GB,376.5,34.57,11.0,37.09240246406571,00-0028118,8.692208759549867,15.8,137.33689840088792,89.79063633524638,1.1403367601465035,1.1438930840225339,18.0,120.43538645833334,299.89636725074035,-162.55946884985244,523
Davis Mills,QB,HOU,363.0,24.54,8.0,27.87679671457905,00-0036898,8.538361137381413,15.8,134.90610597062633,89.69079333893448,1.1095285798632701,0.9565625,14.0,121.58867145833335,299.89636725074035,-164.99026128011403,524
Trey Lance,QB,LAC,364.0,8.0,7.0,26.327173169062284,00-0037012,8.20086173178809,15.8,129.57361536225181,89.47763932990637,1.0718949431543952,0.5449010654490107,8.0,120.88275645833335,299.89636725074035,-170.32275188848854,525
